"","day","nitrate","pCO2_atmos","temp","wind","dNO3","pCO2","DIC","slDON","slDOC","airseaFlux","BML_DIC","BML_NO3"
"201",201,0,383.335176338625,14.4910644890266,7.29815878488304,0,338.647479400805,1962.93467886247,0,0,4685.53767885967,2016.79356748184,15
"202",202,0,383.37310912812,14.5590709608675,7.30926767323525,0,339.009345524299,1963.16786237684,0,0,4663.67028735581,2016.79356748184,15
"203",203,0,383.413016412463,14.6257190487699,7.32095480650713,0,339.370052896727,1963.39999479942,0,0,4642.64845178983,2016.79356748184,15
"204",204,0,383.454886301202,14.6909888948082,7.3332167024949,0,339.729660153259,1963.63111737905,0,0,4622.4515924292,2016.79356748184,15
"205",205,0,383.498706319123,14.7548610517065,7.34604970774313,0,340.088224684378,1963.86127034666,0,0,4603.05935219808,2016.79356748184,15
"206",206,0,383.544463409967,14.8173164886333,7.35944999863329,0,340.445802640158,1964.09049292595,0,0,4584.45158586058,2016.79356748184,15
"207",207,0,383.592143940322,14.8783365968712,7.373413582523,0,340.802448934051,1964.31882334342,0,0,4566.60834937762,2016.79356748184,15
"208",208,0,383.641733703683,14.9379031953619,7.38793629893565,0,341.158217246133,1964.54629883789,0,0,4549.50988944714,2016.79356748184,15
"209",209,0,383.693217924683,14.9959985361232,7.40301382080004,0,341.513160025836,1964.77295566955,0,0,4533.13663324167,2016.79356748184,15
"210",210,0,383.746581263501,15.0526053095369,7.4186416557396,0,341.867328494159,1964.99882912847,0,0,4517.46917835482,2016.79356748184,15
"211",211,0,383.801807820428,15.1077066495061,7.43481514741092,0,342.220772645345,1965.22395354262,0,0,4502.48828296777,2016.79356748184,15
"212",212,0,383.858881140604,15.161286138481,7.45152947689114,0,342.573541248051,1965.44836228543,0,0,4488.17485625142,2016.79356748184,15
"213",213,0,383.917784218925,15.21332781235,7.46877966411374,0,342.925681846005,1965.67208778288,0,0,4474.50994901251,2016.79356748184,15
"214",214,0,383.978499505106,15.2638161651967,7.48656056935232,0,343.277240758129,1965.89516152011,0,0,4461.47474459832,2016.79356748184,15
"215",215,0,384.04100890891,15.3127361539193,7.50486689475208,0,343.628263078191,1966.11761404762,0,0,4449.05055007406,2016.79356748184,15
"216",216,0,384.10529380554,15.3600732027134,7.52369318590824,0,343.978792673939,1966.339474987,0,0,4437.21878768095,2016.79356748184,15
"217",217,0,384.17133504119,15.4058132074145,7.54303383349123,0,344.328872185759,1966.56077303633,0,0,4425.96098659172,2016.79356748184,15
"218",218,0,384.239112938744,15.4499425397005,7.56288307491801,0,344.678543024862,1966.78153597508,0,0,4415.25877497397,2016.79356748184,15
"219",219,0,384.30860730365,15.4924480511522,7.58323499606901,0,345.027845371002,1967.0017906687,0,0,4405.09387237295,2016.79356748184,15
"220",220,0,384.379797429928,15.5333170771709,7.60408353305029,0,345.376818169765,1967.22156307282,0,0,4395.44808242955,2016.79356748184,15
"221",221,0,384.452662106342,15.5725374407518,7.62542247400027,0,345.725499129399,1967.44087823712,0,0,4386.30328593991,2016.79356748184,15
"222",222,0,384.527179622724,15.6100974561125,7.64724546094054,0,346.073924717267,1967.65976030883,0,0,4377.64143427597,2016.79356748184,15
"223",223,0,384.603327776435,15.6459859321743,7.66954599167029,0,346.422130155872,1967.87823253599,0,0,4369.44454317161,2016.79356748184,15
"224",224,0,384.681083878988,15.6801921758968,7.69231742170361,0,346.770149418533,1968.09631727033,0,0,4361.69468689229,2016.79356748184,15
"225",225,0,384.760424762802,15.7127059954643,7.71555296624924,0,347.118015224698,1968.31403596997,0,0,4354.37399279532,2016.79356748184,15
"226",226,0,384.84132678811,15.7435177033217,7.73924570223211,0,347.465759034924,1968.53140920179,0,0,4347.46463629392,2016.79356748184,15
"227",227,0,384.923765849996,15.7726181190616,7.76338857035608,0,347.813411045562,1968.7484566436,0,0,4340.94883623746,2016.79356748184,15
"228",228,0,385.007717385586,15.7999985721593,7.78797437720728,0,348.161000183153,1968.96519708613,0,0,4334.80885071484,2016.79356748184,15
"229",229,0,385.093156381357,15.8256509045563,7.81299579739739,0,348.508554098584,1969.1816484348,0,0,4329.02697329514,2016.79356748184,15
"230",230,0,385.180057380597,15.8495674730909,7.83844537574628,0,348.856099161004,1969.39782771128,0,0,4323.58552971315,2016.79356748184,15
"231",231,0,385.268394490987,15.8717411517757,7.86431552950325,0,349.203660451564,1969.61375105504,0,0,4318.46687501026,2016.79356748184,15
"232",232,0,385.358141392314,15.8921653339206,7.89059855060637,0,349.551261756983,1969.82943372459,0,0,4313.65339113931,2016.79356748184,15
"233",233,0,385.449271344319,15.9108339341012,7.91728660797908,0,349.898925562988,1970.04489009884,0,0,4309.12748504166,2016.79356748184,15
"234",234,0,385.541757194656,15.9277413899725,7.94437174986348,0,350.246673047659,1970.2601336782,0,0,4304.87158720578,2016.79356748184,15
"235",235,0,385.635571386989,15.9428826639254,7.9718459061896,0,350.594524074706,1970.47517708574,0,0,4300.86815071182,2016.79356748184,15
"236",236,0,385.730685969199,15.9562532445883,7.99970089097985,0,350.94249718673,1970.69003206828,0,0,4297.09965077235,2016.79356748184,15
"237",237,0,385.827072601715,15.9678491481712,8.02792840478809,0,351.290609598488,1970.90470949752,0,0,4293.54858477192,2016.79356748184,15
"238",238,0,385.924702565955,15.9776669196522,8.05652003717242,0,351.638877190206,1971.11921937116,0,0,4290.19747281274,2016.79356748184,15
"239",239,0,386.023546772882,15.9857036338075,8.08546726920113,0,351.98731450099,1971.3335708141,0,0,4287.02885876985,2016.79356748184,15
"240",240,0,386.123575771676,15.9919568960827,8.11476147599091,0,352.33593472235,1971.54777207969,0,0,4284.02531185886,2016.79356748184,15
"241",241,0,386.224759758506,15.9964248433064,8.14439392927664,0,352.684749691908,1971.76183055113,0,0,4281.16942872057,2016.79356748184,15
"242",242,0,386.327068585407,15.9991061442451,8.17435580001203,0,353.033769887304,1971.97575274293,0,0,4278.44383602151,2016.79356748184,15
"243",243,0,386.430471769269,16,8.20463816100022,0,353.383004420361,1972.18954430261,0,0,4275.83119357335,2016.79356748184,15
"244",244,0,386.534938500915,15.9991061442451,8.23523198955366,0,353.73246103155,1972.4032100125,0,0,4273.31419796976,2016.79356748184,15
"245",245,0,386.640437654281,15.9964248433064,8.26612817018244,0,354.082146084771,1972.61675379184,0,0,4270.87558673755,2016.79356748184,15
"246",246,0,386.746937795694,15.9919568960827,8.29731749731027,0,354.432064562552,1972.83017869899,0,0,4268.49814300481,2016.79356748184,15
"247",247,0,386.85440719323,15.9857036338075,8.32879067801732,0,354.78222006164,1973.04348693402,0,0,4266.16470067413,2016.79356748184,15
"248",248,0,386.962813826177,15.9776669196522,8.36053833480901,0,355.13261478908,1973.25667984153,0,0,4263.85815010369,2016.79356748184,15
"249",249,0,387.072125394571,15.9678491481712,8.39255100841009,0,355.483249558811,1973.46975791374,0,0,4261.56144428544,2016.79356748184,15
"250",250,0,387.18230932882,15.9562532445883,8.42481916058307,0,355.834123788811,1973.68272079402,0,0,4259.25760551421,2016.79356748184,15
"251",251,0,387.29333279941,15.9428826639254,8.45733317697009,0,356.18523549886,1973.89556728065,0,0,4256.9297325386,2016.79356748184,15
"252",252,0,387.405162726685,15.9277413899725,8.49008336995761,0,356.536581308929,1974.10829533106,0,0,4254.56100818419,2016.79356748184,15
"253",253,0,387.517765790702,15.9108339341012,8.5230599815628,0,356.888156438294,1974.32090206643,0,0,4252.13470743843,2016.79356748184,15
"254",254,0,387.631108441164,15.8921653339206,8.55625318634097,0,419.035477345088,2008.25518267629,0,0,-4385.17224671972,2008.25518267629,12
"255",255,0,387.745156907411,15.8717411517757,8.5896530943131,0,418.946631137445,2008.21129631846,0,0,-4388.63578334163,2008.21129631846,12
"256",256,0,387.859877208482,15.8495674730909,8.62324975391251,0,418.8577428421,2008.16737731099,0,0,-4391.90074721988,2008.16737731099,12
"257",257,0,387.975235163244,15.8256509045563,8.65703315495004,0,418.76881672975,2008.12342774265,0,0,-4394.95683409857,2008.12342774265,12
"258",258,0,388.091196400574,15.7999985721593,8.69099323159654,0,418.679857271412,2008.07944980351,0,0,-4397.79391374081,2008.07944980351,12
"259",259,0,388.207726369597,15.7726181190616,8.72511986538203,0,418.590869134404,2008.0354457831,0,0,-4400.40204113297,2008.0354457831,12
"260",260,0,388.324790349987,15.7435177033217,8.75940288821051,0,418.501857178089,2007.99141806842,0,0,-4402.77146767698,2007.99141806842,12
"261",261,0,388.442353462306,15.7127059954643,8.79383208538956,0,418.41282644942,2007.9473691419,0,0,-4404.89265235106,2007.9473691419,12
"262",262,0,388.560380678398,15.6801921758968,8.82839719867383,0,418.323782178252,2007.90330157917,0,0,-4406.75627281884,2007.90330157917,12
"263",263,0,388.67883683183,15.6459859321743,8.86308792932152,0,418.234729772449,2007.8592180468,0,0,-4408.35323646574,2007.8592180468,12
"264",264,0,388.797686628361,15.6100974561125,8.89789394116288,0,418.145674812776,2007.81512129989,0,0,-4409.67469134309,2007.81512129989,12
"265",265,0,388.916894656468,15.5725374407518,8.93280486367992,0,418.056623047575,2007.77101417952,0,0,-4410.71203699753,2007.77101417952,12
"266",266,0,389.03642539789,15.5333170771709,8.96781029509631,0,417.967580387244,2007.72689961017,0,0,-4411.45693516467,2007.72689961017,12
"267",267,0,389.156243238213,15.4924480511522,9.00289980547659,0,417.878552898511,2007.68278059697,0,0,-4411.9013203057,2007.68278059697,12
"268",268,0,389.276312477481,15.4499425397005,9.03806293983384,0,417.789546798502,2007.63866022287,0,0,-4412.03740996589,2007.63866022287,12
"269",269,0,389.396597340836,15.4058132074145,9.07328922124473,0,417.700568448617,2007.59454164572,0,0,-4411.85771493169,2007.59454164572,12
"270",270,0,389.51706198917,15.3600732027134,9.10856815397113,0,417.611624348234,2007.55042809523,0,0,-4411.3550491642,2007.55042809523,12
"271",271,0,389.637670529811,15.3127361539193,9.14388922658737,0,417.522721128193,2007.50632286983,0,0,-4410.52253949233,2007.50632286983,12
"272",272,0,389.758387027212,15.2638161651967,9.1792419151121,0,417.433865544149,2007.46222933348,0,0,-4409.35363503474,2007.46222933348,12
"273",273,0,389.879175513662,15.21332781235,9.21461568614395,0,417.345064469701,2007.41815091232,0,0,-4407.84211633919,2007.41815091232,12
"274",274,0,390,15.161286138481,9.25,0,417.256324889406,2007.37409109127,0,0,-4405.98210420823,2007.37409109127,12
"275",275,0,390.120824486338,15.1077066495061,9.28538431385604,0,417.167653891597,2007.33005341059,0,0,-4403.76806819895,2007.33005341059,12
"276",276,0,390.241612972788,15.0526053095369,9.3207580848879,0,417.079058661069,2007.28604146225,0,0,-4401.19483476859,2007.28604146225,12
"277",277,0,390.362329470189,14.9959985361232,9.35611077341263,0,416.99054647162,2007.24205888629,0,0,-4398.25759505048,2007.24205888629,12
"278",278,0,390.48293801083,14.9379031953619,9.39143184602887,0,416.902124678452,2007.19810936717,0,0,-4394.95191223726,2007.19810936717,12
"279",279,0,390.603402659164,14.8783365968712,9.42671077875527,0,416.813800710452,2007.15419662989,0,0,-4391.27372855305,2007.15419662989,12
"280",280,0,390.723687522519,14.8173164886333,9.46193706016616,0,416.725582062348,2007.11032443617,0,0,-4387.21937179605,2007.11032443617,12
"281",281,0,390.843756761787,14.7548610517065,9.49710019452341,0,416.637476286769,2007.06649658055,0,0,-4382.78556143127,2007.06649658055,12
"282",282,0,390.96357460211,14.6909888948082,9.5321897049037,0,416.549490986196,2007.02271688641,0,0,-4377.96941421725,2007.02271688641,12
"283",283,0,391.083105343532,14.6257190487699,9.56719513632008,0,416.461633804826,2006.97898920192,0,0,-4372.76844934915,2006.97898920192,12
"284",284,0,391.202313371639,14.5590709608675,9.60210605883712,0,416.373912420368,2006.93531739599,0,0,-4367.18059310047,2006.93531739599,12
"285",285,0,391.32116316817,14.4910644890266,9.63691207067848,0,416.286334535754,2006.89170535416,0,0,-4361.20418295112,2006.89170535416,12
"286",286,0,391.439619321602,14.421719895906,9.67160280132617,0,416.198907870809,2006.84815697445,0,0,-4354.83797118241,2006.84815697445,12
"287",287,0,391.557646537694,14.3510578428603,9.70616791461044,0,416.111640153869,2006.80467616317,0,0,-4348.0811279305,2006.80467616317,12
"288",288,0,391.675209650013,14.2790993837836,9.74059711178949,0,416.024539113363,2006.76126683073,0,0,-4340.93324368061,2006.76126683073,12
"289",289,0,391.792273630403,14.2058659588369,9.77488013461797,0,415.937612469371,2006.71793288742,0,0,-4333.39433119456,2006.71793288742,12
"290",290,0,391.908803599426,14.1313793880597,9.80900676840346,0,415.850867925172,2006.67467823915,0,0,-4325.46482685591,2006.67467823915,12
"291",291,0,392.024764836756,14.0556618648685,9.84296684504996,0,415.7643131588,2006.63150678324,0,0,-4317.14559142756,2006.63150678324,12
"292",292,0,392.140122791518,13.9787359494448,9.87675024608749,0,415.677955814594,2006.58842240413,0,0,-4308.4379102129,2006.58842240413,12
"293",293,0,392.254843092589,13.9006245620125,9.91034690568691,0,415.59180349479,2006.54542896921,0,0,-4299.34349260834,2006.54542896921,12
"294",294,0,392.368891558836,13.8213509760093,9.94374681365903,0,415.505863751136,2006.5025303245,0,0,-4289.8644710472,2006.5025303245,12
"295",295,0,392.482234209298,13.7409388111524,9.9769400184372,0,415.420144076569,2006.4597302905,0,0,-4280.00339932638,2006.4597302905,12
"296",296,0,392.594837273315,13.6594120264004,10.0099166300424,0,415.334651896931,2006.417032658,0,0,-4269.76325031408,2006.417032658,12
"297",297,0,392.70666720059,13.5767949128154,10.0426668230299,0,415.249394562785,2006.37444118387,0,0,-4259.14741303272,2006.37444118387,12
"298",298,0,392.81769067118,13.4931120863246,10.0751808394169,0,415.164379341291,2006.33195958698,0,0,-4248.1596891226,2006.33195958698,12
"299",299,0,392.927874605429,13.4083884803869,10.1074489915899,0,415.079613408198,2006.28959154409,0,0,-4236.80428867887,2006.28959154409,12
"300",300,0,393.037186173823,13.3226493385632,10.139461665191,0,414.995103839928,2006.24734068584,0,0,-4225.08582546994,2006.24734068584,12
"301",301,0,393.14559280677,13.2359202069952,10.1712093219827,0,414.910857605795,2006.20521059272,0,0,-4213.00931153546,2006.20521059272,12
"302",302,0,393.253062204306,13.148226926794,10.2026825026897,0,414.826881560354,2006.16320479121,0,0,-4200.58015117105,2006.16320479121,12
"303",303,0,393.359562345719,13.0595956263408,10.2338718298176,0,414.743182435884,2006.12132674987,0,0,-4187.80413430624,2006.12132674987,12
"304",304,0,393.465061499085,12.9700527135015,10.2647680104463,0,414.659766835044,2006.07957987557,0,0,-4174.68742927838,2006.07957987557,12
"305",305,0,393.569528230731,12.8796248677587,10.2953618389998,0,414.576641223683,2006.03796750982,0,0,-4161.2365750165,2006.03796750982,12
"306",306,0,393.672931414593,12.7883390322626,10.325644199988,0,414.493811923834,2005.9964929251,0,0,-4147.45847264082,2005.9964929251,12
"307",307,0,393.775240241494,12.696222405803,10.3556060707234,0,414.411285106897,2005.95515932133,0,0,-4133.36037649008,2005.95515932133,12
"308",308,0,393.876424228324,12.6033024347053,10.3852385240091,0,414.329066787026,2005.91396982249,0,0,-4118.94988459059,2005.91396982249,12
"309",309,0,393.976453227118,12.5096068046534,10.4145327307989,0,414.247162814715,2005.8729274732,0,0,-4104.23492857988,2005.8729274732,12
"310",310,0,394.075297434045,12.4151634324398,10.4434799628276,0,414.165578870621,2005.83203523557,0,0,-4089.22376309813,2005.83203523557,12
"311",311,0,394.172927398285,12.3200004576485,10.4720715952119,0,414.084320459603,2005.79129598602,0,0,-4073.92495466692,2005.79129598602,12
"312",312,0,394.269314030801,12.2241462342704,10.5002991090201,0,414.003392905007,2005.75071251232,0,0,-4058.34737007042,2005.75071251232,12
"313",313,0,394.364428613011,12.1276293222552,10.5281540938104,0,413.922801343196,2005.71028751068,0,0,-4042.50016425904,2005.71028751068,12
"314",314,0,394.458242805344,12.030478479002,10.5556282501365,0,413.842550718343,2005.670023583,0,0,-4026.39276779288,2005.670023583,12
"315",315,0,394.550728655681,11.9327226507909,10.5827133920209,0,413.762645777478,2005.62992323426,0,0,-4010.03487385146,2005.62992323426,12
"316",316,0,394.641858607686,11.8343909641585,10.6094014493936,0,413.683091065822,2005.58998887002,0,0,-3993.43642482355,2005.58998887002,12
"317",317,0,394.731605509013,11.7355127172194,10.6356844704967,0,413.603890922388,2005.55022279403,0,0,-3976.60759850812,2005.55022279403,12
"318",318,0,394.819942619403,11.636117370937,10.6615546242537,0,413.52504947587,2005.51062720609,0,0,-3959.55879394508,2005.51062720609,12
"319",319,0,394.906843618643,11.5362345403453,10.6870042026026,0,413.446570640834,2005.47120419992,0,0,-3942.30061690122,2005.47120419992,12
"320",320,0,394.992282614414,11.4358939857253,10.7120256227927,0,413.368458114194,2005.43195576127,0,0,-3924.84386504102,2005.43195576127,12
"321",321,0,395.076234150004,11.3351256037379,10.7366114296439,0,413.290715372006,2005.39288376614,0,0,-3907.19951280198,2005.39288376614,12
"322",322,0,395.15867321189,11.2339594185156,10.7607542977679,0,413.213345666546,2005.35398997918,0,0,-3889.37869600903,2005.35398997918,12
"323",323,0,395.239575237198,11.1324255727175,10.7844470337508,0,413.136352023734,2005.31527605222,0,0,-3871.3926962465,2005.31527605222,12
"324",324,0,395.318916121012,11.0305543185477,10.8076825782964,0,413.059737240838,2005.27674352297,0,0,-3853.25292502959,2005.27674352297,12
"325",325,0,395.396672223565,10.9283760087417,10.8304540083297,0,412.983503884524,2005.23839381389,0,0,-3834.97090778683,2005.23839381389,12
"326",326,0,395.472820377276,10.825921087523,10.8527545390595,0,412.907654289208,2005.20022823122,0,0,-3816.55826769948,2005.20022823122,12
"327",327,0,395.547337893658,10.7232200815319,10.8745775259997,0,412.832190555741,2005.16224796412,0,0,-3798.02670941486,2005.16224796412,12
"328",328,0,395.620202570072,10.6203035907302,10.8959164669497,0,412.757114550412,2005.1244540841,0,0,-3779.3880026718,2005.1244540841,12
"329",329,0,395.69139269635,10.5172022792837,10.916765003931,0,412.68242790428,2005.08684754444,0,0,-3760.65396586213,2005.08684754444,12
"330",330,0,395.760887061256,10.413946866426,10.937116925082,0,412.60813201282,2005.04942917994,0,0,-3741.83644956435,2005.04942917994,12
"331",331,0,395.82866495881,10.3105681173053,10.9569661665088,0,412.534228035911,2005.01219970674,0,0,-3722.94732007291,2005.01219970674,12
"332",332,0,395.89470619446,10.2070968338182,10.9763068140918,0,412.460716898128,2004.97515972231,0,0,-3703.99844296192,2004.97515972231,12
"333",333,0,395.95899109109,10.1035638454323,10.9951331052479,0,412.387599289356,2004.93830970564,0,0,-3685.00166670438,2004.93830970564,12
"334",334,0,396.021500494894,10,11.0134394306477,0,412.314875665743,2004.90165001758,0,0,-3665.968806382,2004.90165001758,12
"335",335,0,396.082215781075,9.89643615456767,11.0312203358863,0,412.24254625094,2004.8651809013,0,0,-3646.91162751677,2004.8651809013,12
"336",336,0,396.141118859396,9.79290316618175,11.0484705231089,0,412.170611037673,2004.828902483,0,0,-3627.84183004859,2004.828902483,12
"337",337,0,396.198192179572,9.68943188269474,11.0651848525891,0,412.099069789616,2004.79281477268,0,0,-3608.77103249232,2004.79281477268,12
"338",338,0,396.253418736499,9.58605313357405,11.0813583442604,0,412.027922043567,2004.75691766512,0,0,-3589.71075630031,2004.75691766512,12
"339",339,0,396.306782075317,9.48279772071628,11.0969861792,0,411.957167111922,2004.72121094101,0,0,-3570.67241046014,2004.72121094101,12
"340",340,0,396.358266296317,9.37969640926978,11.1120637010643,0,411.88680408545,2004.68569426825,0,0,-3551.66727635293,2004.68569426825,12
"341",341,0,396.407856059678,9.27677991846807,11.126586417477,0,411.816831836337,2004.65036720332,0,0,-3532.70649290196,2004.65036720332,12
"342",342,0,396.455536590033,9.17407891247699,11.1405500013667,0,411.747249021535,2004.6152291929,0,0,-3513.8010420325,2004.6152291929,12
"343",343,0,396.501293680877,9.07162399125831,11.1539502922569,0,411.678054086355,2004.58027957555,0,0,-3494.9617344766,2004.58027957555,12
"344",344,0,396.545113698798,8.96944568145234,11.1667832975051,0,411.609245268354,2004.54551758359,0,0,-3476.199195934,2004.54551758359,12
"345",345,0,396.586983587537,8.8675744272825,11.1790451934929,0,411.540820601463,2004.51094234506,0,0,-3457.52385362943,2004.51094234506,12
"346",346,0,396.62689087188,8.76604058148438,11.1907323267648,0,411.472777920362,2004.47655288583,0,0,-3438.94592327312,2004.47655288583,12
"347",347,0,396.664823661375,8.66487439626211,11.201841215117,0,411.405114865112,2004.44234813186,0,0,-3420.47539645419,2004.44234813186,12
"348",348,0,396.700770653875,8.56410601427465,11.2123685486349,0,411.337828885994,2004.40832691158,0,0,-3402.12202848824,2004.40832691158,12
"349",349,0,396.734721138905,8.46376545965472,11.2223111906794,0,411.270917248602,2004.37448795831,0,0,-3383.89532673161,2004.37448795831,12
"350",350,0,396.766665000853,8.36388262906304,11.2316661788211,0,411.204377039112,2004.34082991292,0,0,-3365.80453939026,2004.34082991292,12
"351",351,0,396.796592721982,8.26448728278059,11.2404307257234,0,411.138205169783,2004.30735132647,0,0,-3347.85864482843,2004.30735132647,12
"352",352,0,396.824495385273,8.16560903584148,11.2486022199727,0,411.07239838463,2004.27405066305,0,0,-3330.06634140417,2004.27405066305,12
"353",353,0,396.850364677072,8.06727734920905,11.2561782268567,0,411.006953265292,2004.24092630267,0,0,-3312.43603783917,2004.24092630267,12
"354",354,0,396.874192889574,7.96952152099798,11.2631564890895,0,410.941866237055,2004.20797654423,0,0,-3294.97584413939,2004.20797654423,12
"355",355,0,396.895972923118,7.87237067774479,11.2695349274846,0,410.87713357505,2004.1751996086,0,0,-3277.69356307448,2004.1751996086,12
"356",356,0,396.915698288301,7.7758537657296,11.2753116415739,0,410.812751410583,2004.14259364178,0,0,-3260.59668223442,2004.14259364178,12
"357",357,0,396.933363107913,7.67999954235149,11.2804849101745,0,410.748715737607,2004.11015671811,0,0,-3243.692366663,2004.11015671811,12
"358",358,0,396.948962118686,7.58483656756019,11.285053191901,0,410.685022419334,2004.07788684359,0,0,-3226.98745208442,2004.07788684359,12
"359",359,0,396.962490672866,7.49039319534661,11.2890151256251,0,410.621667194923,2004.04578195921,0,0,-3210.48843872662,2004.04578195921,12
"360",360,0,396.973944739594,7.39669756529465,11.2923695308812,0,410.558645686307,2004.01383994435,0,0,-3194.20148574353,2004.01383994435,12
"361",361,0,396.983320906109,7.30377759419703,11.2951154082176,0,410.495953405085,2003.98205862029,0,0,-3178.13240624744,2003.98205862029,12
"362",362,0,396.990616378763,7.21166096773739,11.2972519394949,0,410.433585759497,2003.95043575366,0,0,-3162.28666294762,2003.95043575366,12
"363",363,0,396.995828983858,7.12037513224128,11.2987784881297,0,410.371538061472,2003.91896906001,0,0,-3146.66936440052,2003.91896906001,12
"364",364,0,396.998957168286,7.02994728649851,11.2996945992837,0,410.309805533712,2003.88765620739,0,0,-3131.28526187233,2003.88765620739,12
"365",365,0,397,6.94040437365918,11.3,0,410.248383316835,2003.85649481993,0,0,-3116.1387468073,2003.85649481993,12
"366",366,0,397,6.85177307320595,11.3,0,410.187266476532,2003.82548248144,0,0,-3101.23384890812,2003.82548248144,12
"367",367,0,396.998957168286,6.7640797930048,11.2996945992837,0,410.126451724918,2003.79461760915,0,0,-3086.48722901188,2003.79461760915,12
"368",368,0,396.995828983858,6.6773506614368,11.2987784881297,0,410.065935743443,2003.76389860307,0,0,-3071.90060727661,2003.76389860307,12
"369",369,0,396.990616378763,6.59161151961306,11.2972519394949,0,410.005713444996,2003.7333229636,0,0,-3057.5639472762,2003.7333229636,12
"370",370,0,396.983320906109,6.50688791367538,11.2951154082176,0,409.945779689696,2003.70288816202,0,0,-3043.48015801518,2003.70288816202,12
"371",371,0,396.973944739594,6.42320508718465,11.2923695308812,0,409.886129292042,2003.67259164417,0,0,-3029.65178458003,2003.67259164417,12
"372",372,0,396.962490672866,6.34058797359956,11.2890151256251,0,409.826757028076,2003.64243083408,0,0,-3016.08100921002,2003.64243083408,12
"373",373,0,396.948962118686,6.2590611888476,11.285053191901,0,409.767657642469,2003.61240313755,0,0,-3002.76965294134,2003.61240313755,12
"374",374,0,396.933363107913,6.17864902399066,11.2804849101745,0,409.708825855584,2003.58250594577,0,0,-2989.71917780585,2003.58250594577,12
"375",375,0,396.915698288301,6.09937543798753,11.2753116415739,0,409.650256370464,2003.55273663888,0,0,-2976.93068957873,2003.55273663888,12
"376",376,0,396.895972923118,6.02126405055523,11.2695349274846,0,409.591943879747,2003.52309258947,0,0,-2964.404941062,2003.52309258947,12
"377",377,0,396.874192889574,5.94433813513147,11.2631564890895,0,409.533883072504,2003.49357116611,0,0,-2952.14233588615,2003.49357116611,12
"378",378,0,396.850364677072,5.86862061194034,11.2561782268567,0,409.476068640993,2003.46416973678,0,0,-2940.14293282374,2003.46416973678,12
"379",379,0,396.824495385273,5.7941340411631,11.2486022199727,0,409.418495287291,2003.43488567228,0,0,-2928.40645059569,2003.43488567228,12
"380",380,0,396.796592721982,5.72090061621642,11.2404307257234,0,409.361157729838,2003.40571634954,0,0,-2916.93227315277,2003.40571634954,12
"381",381,0,396.766665000853,5.64894215713974,11.2316661788211,0,409.30405070985,2003.37665915499,0,0,-2905.71945542298,2003.37665915499,12
"382",382,0,396.734721138905,5.57828010409398,11.2223111906794,0,409.247168997607,2003.34771148769,0,0,-2894.76672950211,2003.34771148769,12
"383",383,0,396.700770653875,5.50893551097339,11.2123685486349,0,409.190507398604,2003.31887076258,0,0,-2884.07251127137,2003.31887076258,12
"384",384,0,396.664823661375,5.44092903913253,11.201841215117,0,409.134060759565,2003.29013441351,0,0,-2873.63490742707,2003.29013441351,12
"385",385,0,396.62689087188,5.37428095123012,11.1907323267648,0,409.077823974294,2003.26149989628,0,0,-2863.45172290142,2003.26149989628,12
"386",386,0,396.586983587537,5.30901110519182,11.1790451934929,0,409.021791989387,2003.23296469159,0,0,-2853.52046865525,2003.23296469159,12
"387",387,0,396.545113698798,5.24513894829346,11.1667832975051,0,408.965959809752,2003.20452630789,0,0,-2843.8383698276,2003.20452630789,12
"388",388,0,396.501293680877,5.18268351136671,11.1539502922569,0,408.910322503988,2003.17618228415,0,0,-2834.40237421548,2003.17618228415,12
"389",389,0,396.455536590033,5.1216634031288,11.1405500013667,0,408.854875209562,2003.14793019254,0,0,-2825.20916107231,2003.14793019254,12
"390",390,0,396.407856059678,5.06209680463806,11.126586417477,0,408.799613137822,2003.11976764104,0,0,-2816.25515019887,2003.11976764104,12
"391",391,0,396.358266296317,5.00400146387676,11.1120637010643,0,408.744531578808,2003.09169227593,0,0,-2807.5365113103,2003.09169227593,12
"392",392,0,396.306782075317,4.94739469046313,11.0969861792,0,408.689625905884,2003.06370178419,0,0,-2799.04917365537,2003.06370178419,12
"393",393,0,396.253418736499,4.89229335049389,11.0813583442604,0,408.634891580157,2003.03579389583,0,0,-2790.78883587288,2003.03579389583,12
"394",394,0,396.198192179572,4.838713861519,11.0651848525891,0,408.580324154716,2003.00796638607,0,0,-2782.75097605804,2003.00796638607,12
"395",395,0,396.141118859396,4.78667218764996,11.0484705231089,0,408.525919278648,2002.98021707745,0,0,-2774.93086202559,2002.98021707745,12
"396",396,0,396.082215781075,4.73618383480335,11.0312203358863,0,408.47167270085,2002.95254384183,0,0,-2767.32356174289,2002.95254384183,12
"397",397,0,396.021500494894,4.68726384608074,11.0134394306477,0,408.417580273648,2002.92494460229,0,0,-2759.92395391617,2002.92494460229,12
"398",398,0,395.95899109109,4.63992679728662,10.9951331052479,0,408.363637956182,2002.89741733491,0,0,-2752.72673871171,2002.89741733491,12
"399",399,0,395.89470619446,4.59418679258549,10.9763068140918,0,408.30984181758,2002.86996007042,0,0,-2745.72644858603,2002.86996007042,12
"400",400,0,395.82866495881,4.55005746029947,10.9569661665088,0,408.256188039936,2002.84257089583,0,0,-2738.91745920962,2002.84257089583,12
