"","day","nitrate","pCO2_atmos","temp","wind","dNO3","pCO2","DIC","slDON","slDOC","airseaFlux","BML_DIC","BML_NO3"
"129",129,0,385.827072601715,7.67999954235149,8.02792840478809,0,304.080855006471,1939.14167811706,0,0,10295.1065384828,2016.79356748184,15
"130",130,0,385.730685969199,7.7758537657296,7.99970089097985,0,304.770828585907,1939.64820190779,0,0,10130.4758146919,2016.79356748184,15
"131",131,0,385.635571386989,7.87237067774479,7.9718459061896,0,305.451677306727,1940.14667337348,0,0,9969.42931366192,2016.79356748184,15
"132",132,0,385.541757194656,7.96952152099798,7.94437174986348,0,306.123560597548,1940.63726874818,0,0,9811.90749400062,2016.79356748184,15
"133",133,0,385.449271344319,8.06727734920906,7.91728660797907,0,306.78663719217,1941.12016131204,0,0,9657.85127723978,2016.79356748184,15
"134",134,0,385.358141392314,8.16560903584148,7.89059855060637,0,307.441065051365,1941.59552141576,0,0,9507.20207435183,2016.79356748184,15
"135",135,0,385.268394490987,8.2644872827806,7.86431552950325,0,308.087001289081,1942.06351650627,0,0,9359.90181033555,2016.79356748184,15
"136",136,0,385.180057380597,8.36388262906304,7.83844537574628,0,308.724602102916,1942.52431115362,0,0,9215.89294694426,2016.79356748184,15
"137",137,0,385.093156381357,8.46376545965472,7.81299579739739,0,309.354022708793,1942.9780670788,0,0,9075.11850363029,2016.79356748184,15
"138",138,0,385.007717385586,8.56410601427465,7.78797437720728,0,309.975417279634,1943.42494318264,0,0,8937.52207677065,2016.79356748184,15
"139",139,0,384.923765849996,8.66487439626211,7.76338857035608,0,310.588938887976,1943.8650955755,0,0,8803.04785724716,2016.79356748184,15
"140",140,0,384.84132678811,8.76604058148438,7.73924570223211,0,311.194739452343,1944.29867760782,0,0,8671.64064644407,2016.79356748184,15
"141",141,0,384.760424762802,8.8675744272825,7.71555296624924,0,311.79296968729,1944.72583990136,0,0,8543.24587073129,2016.79356748184,15
"142",142,0,384.681083878988,8.96944568145235,7.69231742170361,0,312.38377905697,1945.14673038109,0,0,8417.80959449386,2016.79356748184,15
"143",143,0,384.603327776435,9.07162399125831,7.66954599167029,0,312.967315732099,1945.56149430767,0,0,8295.27853177156,2016.79356748184,15
"144",144,0,384.527179622724,9.17407891247699,7.64724546094054,0,313.54372655021,1945.9702743105,0,0,8175.60005656795,2016.79356748184,15
"145",145,0,384.452662106342,9.27677991846806,7.62542247400027,0,314.113156979044,1946.3732104211,0,0,8058.72221188582,2016.79356748184,15
"146",146,0,384.379797429928,9.37969640926978,7.60408353305029,0,314.675751082992,1946.77044010697,0,0,7944.59371754796,2016.79356748184,15
"147",147,0,384.30860730365,9.48279772071628,7.58323499606901,0,315.231651492424,1947.16209830582,0,0,7833.16397685499,2016.79356748184,15
"148",148,0,384.239112938744,9.58605313357405,7.562883074918,0,315.780999375831,1947.54831745992,0,0,7724.38308213634,2016.79356748184,15
"149",149,0,384.17133504119,9.68943188269474,7.54303383349123,0,316.323934414627,1947.92922755089,0,0,7618.20181924105,2016.79356748184,15
"150",150,0,384.10529380554,9.79290316618175,7.52369318590824,0,316.860594780515,1948.30495613444,0,0,7514.57167102295,2016.79356748184,15
"151",151,0,384.04100890891,9.89643615456767,7.50486689475208,0,317.391117115289,1948.67562837543,0,0,7413.44481986265,2016.79356748184,15
"152",152,0,383.978499505106,10,7.48656056935232,0,317.915636512983,1949.04136708289,0,0,7314.77414927678,2016.79356748184,15
"153",153,0,383.917784218925,10.1035638454323,7.46877966411374,0,318.434286504233,1949.40229274513,0,0,7218.51324465378,2016.79356748184,15
"154",154,0,383.858881140604,10.2070968338182,7.45152947689114,0,318.947199042754,1949.75852356478,0,0,7124.61639316352,2016.79356748184,15
"155",155,0,383.801807820428,10.3105681173053,7.43481514741092,0,319.45450449384,1950.11017549393,0,0,7033.03858287847,2016.79356748184,15
"156",156,0,383.746581263501,10.4139468664259,7.4186416557396,0,319.956331624765,1950.45736226899,0,0,6943.73550114592,2016.79356748184,15
"157",157,0,383.693217924683,10.5172022792837,7.40301382080004,0,320.45280759699,1950.8001954456,0,0,6856.66353225058,2016.79356748184,15
"158",158,0,383.641733703683,10.6203035907302,7.38793629893565,0,320.944057960096,1951.13878443332,0,0,6771.77975440257,2016.79356748184,15
"159",159,0,383.592143940322,10.7232200815319,7.373413582523,0,321.430206647318,1951.47323653012,0,0,6689.04193608497,2016.79356748184,15
"160",160,0,383.544463409967,10.825921087523,7.35944999863329,0,321.911375972612,1951.80365695671,0,0,6608.40853179624,2016.79356748184,15
"161",161,0,383.498706319123,10.9283760087417,7.34604970774313,0,322.387686629153,1952.13014889057,0,0,6529.83867721755,2016.79356748184,15
"162",162,0,383.454886301202,11.0305543185477,7.3332167024949,0,322.859257689177,1952.45281349976,0,0,6453.29218383684,2016.79356748184,15
"163",163,0,383.413016412463,11.1324255727175,7.32095480650713,0,323.326206605083,1952.77174997642,0,0,6378.72953305838,2016.79356748184,15
"164",164,0,383.37310912812,11.2339594185156,7.30926767323525,0,323.788649211718,1953.08705556991,0,0,6306.11186982687,2016.79356748184,15
"165",165,0,383.335176338625,11.3351256037379,7.29815878488304,0,324.246699729739,1953.3988256197,0,0,6235.40099579171,2016.79356748184,15
"166",166,0,383.299229346125,11.4358939857253,7.28763145136509,0,324.700470770023,1953.7071535878,0,0,6166.55936203969,2016.79356748184,15
"167",167,0,383.265278861095,11.5362345403453,7.27768880932062,0,325.150073338984,1954.01213109087,0,0,6099.55006141744,2016.79356748184,15
"168",168,0,383.233334999147,11.636117370937,7.2683338211789,0,325.595616844781,1954.31384793189,0,0,6034.33682047169,2016.79356748184,15
"169",169,0,383.203407278018,11.7355127172194,7.25956927427659,0,326.037209104318,1954.61239213145,0,0,5970.88399102674,2016.79356748184,15
"170",170,0,383.175504614727,11.8343909641585,7.25139778002726,0,326.474956350957,1954.90784995852,0,0,5909.15654142229,2016.79356748184,15
"171",171,0,383.149635322928,11.9327226507909,7.24382177314329,0,326.908963242912,1955.20030596089,0,0,5849.1200474343,2016.79356748184,15
"172",172,0,383.125807110426,12.030478479002,7.23684351091047,0,327.33933287222,1955.48984299503,0,0,5790.74068289595,2016.79356748184,15
"173",173,0,383.104027076882,12.1276293222552,7.23046507251541,0,327.766166774251,1955.77654225554,0,0,5733.98521004077,2016.79356748184,15
"174",174,0,383.084301711699,12.2241462342704,7.22468835842607,0,328.189564937692,1956.06048330402,0,0,5678.82096958623,2016.79356748184,15
"175",175,0,383.066636892087,12.3200004576485,7.2195150898255,0,328.609625814943,1956.34174409754,0,0,5625.21587057434,2016.79356748184,15
"176",176,0,383.051037881314,12.4151634324398,7.21494680809899,0,329.026446332863,1956.62040101654,0,0,5573.1383799885,2016.79356748184,15
"177",177,0,383.037509327134,12.5096068046534,7.21098487437486,0,329.440121903833,1956.89652889215,0,0,5522.55751216278,2016.79356748184,15
"178",178,0,383.026055260406,12.6033024347054,7.20763046911885,0,329.850746437055,1957.17020103305,0,0,5473.44281799872,2016.79356748184,15
"179",179,0,383.016679093891,12.696222405803,7.20488459178244,0,330.258412350059,1957.44148925175,0,0,5425.76437400749,2016.79356748184,15
"180",180,0,383.009383621237,12.7883390322626,7.20274806050507,0,330.663210580364,1957.71046389031,0,0,5379.49277119114,2016.79356748184,15
"181",181,0,383.004171016142,12.8796248677587,7.20122151187031,0,331.065230597233,1957.9771938455,0,0,5334.59910377688,2016.79356748184,15
"182",182,0,383.001042831714,12.9700527135015,7.20030540071626,0,331.4645604135,1958.24174659339,0,0,5291.05495782203,2016.79356748184,15
"183",183,0,383,13.0595956263408,7.2,0,331.861286597411,1958.50418821338,0,0,5248.83239969949,2016.79356748184,15
"184",184,0,383.001042831714,13.148226926794,7.20030540071626,0,332.255494284439,1958.7645834116,0,0,5207.90396448025,2016.79356748184,15
"185",185,0,383.004171016142,13.2359202069952,7.20122151187031,0,332.647267189045,1959.02299554381,0,0,5168.2426442251,2016.79356748184,15
"186",186,0,383.009383621237,13.3226493385632,7.20274806050507,0,333.036687616324,1959.27948663762,0,0,5129.82187619833,2016.79356748184,15
"187",187,0,383.016679093891,13.4083884803869,7.20488459178244,0,333.423836473531,1959.53411741417,0,0,5092.61553101773,2016.79356748184,15
"188",188,0,383.026055260406,13.4931120863246,7.20763046911885,0,333.808793281425,1959.78694730921,0,0,5056.59790075098,2016.79356748184,15
"189",189,0,383.037509327134,13.5767949128154,7.21098487437486,0,334.191636185427,1960.03803449356,0,0,5021.74368697301,2016.79356748184,15
"190",190,0,383.051037881314,13.6594120264004,7.21494680809899,0,334.572441966523,1960.287435893,0,0,4988.02798879443,2016.79356748184,15
"191",191,0,383.066636892087,13.7409388111524,7.2195150898255,0,334.951286051921,1960.53520720754,0,0,4955.42629087637,2016.79356748184,15
"192",192,0,383.084301711699,13.8213509760093,7.22468835842607,0,335.328242525421,1960.78140293011,0,0,4923.91445143911,2016.79356748184,15
"193",193,0,383.104027076882,13.9006245620125,7.23046507251541,0,335.703384137456,1961.02607636463,0,0,4893.46869027976,2016.79356748184,15
"194",194,0,383.125807110426,13.9787359494448,7.23684351091047,0,336.076782314799,1961.26927964347,0,0,4864.06557680978,2016.79356748184,15
"195",195,0,383.149635322928,14.0556618648685,7.24382177314329,0,336.44850716992,1961.51106374437,0,0,4835.68201812411,2016.79356748184,15
"196",196,0,383.175504614727,14.1313793880597,7.25139778002726,0,336.818627509934,1961.75147850673,0,0,4808.29524711182,2016.79356748184,15
"197",197,0,383.203407278018,14.2058659588369,7.25956927427659,0,337.187210845175,1961.99057264726,0,0,4781.88281062381,2016.79356748184,15
"198",198,0,383.233334999147,14.2790993837836,7.2683338211789,0,337.554323397324,1962.22839377515,0,0,4756.42255770407,2016.79356748184,15
"199",199,0,383.265278861095,14.3510578428603,7.27768880932062,0,337.920030107112,1962.46498840654,0,0,4731.89262790096,2016.79356748184,15
"200",200,0,383.299229346125,14.421719895906,7.28763145136509,0,338.284394641571,1962.70040197852,0,0,4708.27143966706,2016.79356748184,15
